Latitude,Longitude,Anomaly
-57.5,-142.5,-0.18
-57.5,-137.5,-0.19
-57.5,-132.5,-0.1
-57.5,-127.5,0.02
-57.5,-122.5,0.01
-57.5,-117.5,0.06
-57.5,-112.5,0.08
-57.5,-107.5,0.08
-57.5,-102.5,0.09
-57.5,-97.5,0.06
-57.5,-92.5,-0.03
-57.5,-87.5,-0.07
-57.5,-82.5,-0.11
-57.5,-77.5,-0.13
-57.5,-72.5,-0.14
-57.5,-67.5,-0.06
-57.5,-62.5,0.06
-57.5,-57.5,0.1
-57.5,-52.5,0.2
-57.5,-47.5,0.25
-57.5,-42.5,0.24
-57.5,-37.5,0.28
-57.5,-32.5,0.34
-57.5,-27.5,0.36
-57.5,-22.5,0.3
-57.5,-17.5,0.3
-57.5,-12.5,0.27
-57.5,-7.5,0.28
-57.5,-2.5,0.16
-62.5,2.5,-0.01
-62.5,7.5,0
-62.5,12.5,0
-62.5,17.5,0
-62.5,22.5,0.05
-62.5,27.5,0.15
-62.5,32.5,0.2
-62.5,37.5,0.21
-62.5,42.5,0.26
-62.5,47.5,0.34
-62.5,52.5,0.42
-62.5,57.5,0.47
-62.5,62.5,0.49
-62.5,67.5,0.46
-62.5,72.5,0.47
-62.5,77.5,0.46
-62.5,82.5,0.44
-62.5,87.5,0.47
-62.5,92.5,0.44
-62.5,97.5,0.18
-62.5,102.5,0.13
-62.5,107.5,0.18
-62.5,112.5,0.28
-62.5,117.5,0.18
-62.5,122.5,0.07
-62.5,127.5,0.05
-62.5,132.5,0.06
-62.5,137.5,0.03
-62.5,142.5,0.05
-62.5,147.5,-0.08
-62.5,152.5,-0.09
-62.5,157.5,-0.01
-62.5,162.5,0.06
-62.5,167.5,0.26
-62.5,172.5,0.42
-62.5,177.5,0.26
-62.5,-177.5,0.25
-62.5,-172.5,0.22
-62.5,-167.5,0.16
-62.5,-162.5,0.13
-62.5,-157.5,0.1
-62.5,-152.5,0.05
-62.5,-147.5,-0.01
-62.5,-142.5,-0.01
-62.5,-137.5,-0.04
-62.5,-132.5,0.1
-62.5,-127.5,0.1
-62.5,-122.5,0.06
-62.5,-117.5,0.08
-62.5,-112.5,0.17
-62.5,-107.5,0.2
-62.5,-102.5,0.2
-62.5,-97.5,0.19
-62.5,-92.5,0.15
-62.5,-87.5,0.1
-62.5,-82.5,0.05
-62.5,-77.5,0.02
-62.5,-72.5,0
-62.5,-67.5,0
-62.5,-62.5,0.07
-62.5,-57.5,-0.17
-62.5,-52.5,0.04
-62.5,-47.5,0.12
-62.5,-42.5,0.07
-62.5,-37.5,0.1
-62.5,-32.5,0.12
-62.5,-27.5,0.1
-62.5,-22.5,0.11
-62.5,-17.5,0.09
-62.5,-12.5,0.01
-62.5,-7.5,-0.01
-62.5,-2.5,-0.01
-67.5,2.5,0
-67.5,7.5,0.03
-67.5,12.5,0.04
-67.5,17.5,0
-67.5,22.5,0.01
-67.5,27.5,0
-67.5,32.5,0
-67.5,37.5,0.09
-67.5,42.5,-0.08
-67.5,47.5,0.41
-67.5,52.5,1.28
-67.5,57.5,0.92
-67.5,62.5,0.59
-67.5,67.5,0.08
-67.5,72.5,0.02
-67.5,77.5,0.56
-67.5,82.5,0.81
-67.5,87.5,1.01
-67.5,92.5,0.83
-67.5,97.5,0.67
-67.5,102.5,0.29
-67.5,107.5,0.28
-67.5,112.5,0.07
-67.5,117.5,0.24
-67.5,122.5,0.14
-67.5,127.5,0.59
-67.5,132.5,0.43
-67.5,137.5,0.15
-67.5,142.5,-0.07
-67.5,147.5,0.26
-67.5,152.5,0.21
-67.5,157.5,0.04
-67.5,162.5,-0.01
-67.5,167.5,-0.01
-67.5,172.5,0
-67.5,177.5,0.2
-67.5,-177.5,0.22
-67.5,-172.5,0.01
-67.5,-167.5,0
-67.5,-162.5,0.01
-67.5,-157.5,0.01
-67.5,-152.5,0
-67.5,-147.5,0
-67.5,-142.5,-0.01
-67.5,-137.5,-0.02
-67.5,-132.5,-0.03
-67.5,-127.5,-0.02
-67.5,-122.5,0.08
-67.5,-117.5,0.13
-67.5,-112.5,0.22
-67.5,-107.5,0.25
-67.5,-102.5,0.23
-67.5,-97.5,0.23
-67.5,-92.5,0.08
-67.5,-87.5,0.09
-67.5,-82.5,0.11
-67.5,-77.5,0.08
-67.5,-72.5,0.06
-67.5,-67.5,0.1
-67.5,-62.5,-0.14
-67.5,-57.5,-0.01
-67.5,-52.5,0
-67.5,-47.5,0
-67.5,-42.5,0
-67.5,-37.5,0
-67.5,-32.5,0
-67.5,-27.5,0
-67.5,-22.5,0
-67.5,-17.5,0
-67.5,-12.5,0
-67.5,-7.5,0.01
-67.5,-2.5,0
-72.5,2.5,0.26
-72.5,7.5,1.13
-72.5,12.5,1.64
-72.5,17.5,1.54
-72.5,22.5,1.32
-72.5,27.5,2.59
-72.5,32.5,2.4
-72.5,37.5,2.29
-72.5,42.5,1.22
-72.5,47.5,2.2
-72.5,52.5,2.75
-72.5,57.5,1.9
-72.5,62.5,2.29
-72.5,67.5,1.34
-72.5,72.5,1.67
-72.5,77.5,1.06
-72.5,82.5,0.71
-72.5,87.5,1.81
-72.5,92.5,1.59
-72.5,97.5,1.33
-72.5,102.5,2.31
-72.5,107.5,1.71
-72.5,112.5,1.17
-72.5,117.5,1.53
-72.5,122.5,1.96
-72.5,127.5,1.41
-72.5,132.5,1.23
-72.5,137.5,1.4
-72.5,142.5,1.16
-72.5,147.5,0.38
-72.5,152.5,0.38
-72.5,157.5,0.64
-72.5,162.5,0.51
-72.5,167.5,0.06
-72.5,172.5,0
-72.5,177.5,0
-72.5,-177.5,0
-72.5,-172.5,0
-72.5,-167.5,0
-72.5,-162.5,0
-72.5,-157.5,0
-72.5,-152.5,0
-72.5,-147.5,0
-72.5,-142.5,0
-72.5,-137.5,0
-72.5,-132.5,0
-72.5,-127.5,0
-72.5,-122.5,0
-72.5,-117.5,0
-72.5,-112.5,-0.02
-72.5,-107.5,0
-72.5,-102.5,0
-72.5,-97.5,0.07
-72.5,-92.5,-0.01
-72.5,-87.5,-0.05
-72.5,-82.5,0.02
-72.5,-77.5,-0.03
-72.5,-72.5,0.21
-72.5,-67.5,0.07
-72.5,-62.5,-0.14
-72.5,-57.5,0
-72.5,-52.5,0
-72.5,-47.5,0
-72.5,-42.5,0
-72.5,-37.5,0
-72.5,-32.5,0
-72.5,-27.5,0
-72.5,-22.5,0.08
-72.5,-17.5,-0.18
-72.5,-12.5,-0.37
-72.5,-7.5,-0.42
-72.5,-2.5,-0.14
-77.5,2.5,0.12
-77.5,7.5,0.77
-77.5,12.5,0.43
-77.5,17.5,1.19
-77.5,22.5,1.42
-77.5,27.5,1.74
-77.5,32.5,1.87
-77.5,37.5,1.34
-77.5,42.5,2.19
-77.5,47.5,1.95
-77.5,52.5,2.22
-77.5,57.5,1.99
-77.5,62.5,1.45
-77.5,67.5,0.05
-77.5,72.5,0.35
-77.5,77.5,1.43
-77.5,82.5,0.77
-77.5,87.5,1.36
-77.5,92.5,1.31
-77.5,97.5,1.16
-77.5,102.5,2.09
-77.5,107.5,1.57
-77.5,112.5,1.66
-77.5,117.5,1.92
-77.5,122.5,0.78
-77.5,127.5,2.07
-77.5,132.5,1.42
-77.5,137.5,0.95
-77.5,142.5,1.72
-77.5,147.5,1.11
-77.5,152.5,0.25
-77.5,157.5,1.29
-77.5,162.5,0.56
-77.5,167.5,1.11
-77.5,172.5,0.5
-77.5,177.5,0.42
-77.5,-177.5,0.29
-77.5,-172.5,0.27
-77.5,-167.5,0.09
-77.5,-162.5,0
-77.5,-157.5,0.1
-77.5,-152.5,-0.45
-77.5,-147.5,-0.59
-77.5,-142.5,-0.11
-77.5,-137.5,-0.51
-77.5,-132.5,-0.49
-77.5,-127.5,-0.78
-77.5,-122.5,-0.85
-77.5,-117.5,-0.73
-77.5,-112.5,-0.46
-77.5,-107.5,-0.9
-77.5,-102.5,-1.21
-77.5,-97.5,-0.51
-77.5,-92.5,-1.16
-77.5,-87.5,-1.31
-77.5,-82.5,-1.83
-77.5,-77.5,-1.53
-77.5,-72.5,-1.3
-77.5,-67.5,-1.51
-77.5,-62.5,-1.24
-77.5,-57.5,-2.06
-77.5,-52.5,-0.96
-77.5,-47.5,-0.66
-77.5,-42.5,-0.93
-77.5,-37.5,-1.59
-77.5,-32.5,-0.77
-77.5,-27.5,-1.42
-77.5,-22.5,-1.8
-77.5,-17.5,-0.95
-77.5,-12.5,-1.04
-77.5,-7.5,-1.25
-77.5,-2.5,-0.97
-82.5,2.5,0.13
-82.5,7.5,0.03
-82.5,12.5,0.43
-82.5,17.5,-0.09
-82.5,22.5,0.49
-82.5,27.5,-0.11
-82.5,32.5,1.43
-82.5,37.5,1.4
-82.5,42.5,0.07
-82.5,47.5,0.68
-82.5,52.5,0.7
-82.5,57.5,1.55
-82.5,62.5,0.16
-82.5,67.5,0.98
-82.5,72.5,-0.8
-82.5,77.5,0.82
-82.5,82.5,0.2
-82.5,87.5,0.96
-82.5,92.5,1.24
-82.5,97.5,0.71
-82.5,102.5,0.94
-82.5,107.5,0.63
-82.5,112.5,0.76
-82.5,117.5,0.19
-82.5,122.5,0.92
-82.5,127.5,1.44
-82.5,132.5,-0.01
-82.5,137.5,-0.22
-82.5,142.5,0.68
-82.5,147.5,0.99
-82.5,152.5,0.44
-82.5,157.5,0.52
-82.5,162.5,0.67
-82.5,167.5,0.63
-82.5,172.5,0.35
-82.5,177.5,0.59
-82.5,-177.5,0.55
-82.5,-172.5,0.27
-82.5,-167.5,0.09
-82.5,-162.5,0
-82.5,-157.5,-0.14
-82.5,-152.5,0.55
-82.5,-147.5,0.07
-82.5,-142.5,0.96
-82.5,-137.5,0.92
-82.5,-132.5,1.66
-82.5,-127.5,-0.14
-82.5,-122.5,-0.72
-82.5,-117.5,-0.59
-82.5,-112.5,-0.24
-82.5,-107.5,-1.28
-82.5,-102.5,-0.84
-82.5,-97.5,-1.07
-82.5,-92.5,-0.86
-82.5,-87.5,-1.08
-82.5,-82.5,-1
-82.5,-77.5,-1.39
-82.5,-72.5,-0.82
-82.5,-67.5,-1.26
-82.5,-62.5,-1.81
-82.5,-57.5,-0.86
-82.5,-52.5,-1.95
-82.5,-47.5,0.01
-82.5,-42.5,-1.8
-82.5,-37.5,-1.82
-82.5,-32.5,0.18
-82.5,-27.5,-0.68
-82.5,-22.5,-0.76
-82.5,-17.5,-1.56
-82.5,-12.5,0.14
-82.5,-7.5,-0.07
-82.5,-2.5,0.18
-87.5,2.5,-0.31
-87.5,7.5,0.3
-87.5,12.5,-0.5
-87.5,17.5,-0.25
-87.5,22.5,0.94
-87.5,27.5,0.18
-87.5,32.5,0.34
-87.5,37.5,1.39
-87.5,42.5,1.02
-87.5,47.5,-1.61
-87.5,52.5,-0.68
-87.5,57.5,-0.39
-87.5,62.5,1.03
-87.5,67.5,-0.95
-87.5,72.5,-1.27
-87.5,77.5,1.64
-87.5,82.5,-0.88
-87.5,87.5,-0.44
-87.5,92.5,-0.3
-87.5,97.5,-0.11
-87.5,102.5,-0.01
-87.5,107.5,-0.18
-87.5,112.5,-1.47
-87.5,117.5,-0.01
-87.5,122.5,-0.43
-87.5,127.5,-0.79
-87.5,132.5,0.15
-87.5,137.5,-1.01
-87.5,142.5,0.16
-87.5,147.5,-1.18
-87.5,152.5,0.29
-87.5,157.5,-0.05
-87.5,162.5,1.06
-87.5,167.5,-0.79
-87.5,172.5,-0.31
-87.5,177.5,-0.62
-87.5,-177.5,-0.11
-87.5,-172.5,0.85
-87.5,-167.5,-0.21
-87.5,-162.5,-0.36
-87.5,-157.5,-1.13
-87.5,-152.5,0.91
-87.5,-147.5,-0.05
-87.5,-142.5,-0.15
-87.5,-137.5,1.22
-87.5,-132.5,0.61
-87.5,-127.5,1.11
-87.5,-122.5,-0.43
-87.5,-117.5,-0.06
-87.5,-112.5,-0.38
-87.5,-107.5,-0.21
-87.5,-102.5,-0.1
-87.5,-97.5,-0.65
-87.5,-92.5,-1.92
-87.5,-87.5,-0.66
-87.5,-82.5,-0.99
-87.5,-77.5,-0.47
-87.5,-72.5,-0.81
-87.5,-67.5,-0.75
-87.5,-62.5,0.45
-87.5,-57.5,0.67
-87.5,-52.5,0
-87.5,-47.5,-1.96
-87.5,-42.5,-1.89
-87.5,-37.5,-1.09
-87.5,-32.5,-0.92
-87.5,-27.5,-1.66
-87.5,-22.5,-0.87
-87.5,-17.5,-0.66
-87.5,-12.5,-1.41
-87.5,-7.5,-1.72
-87.5,-2.5,-0.2
