Latitude,Longitude,Anomaly
2.5,27.5,0.43
2.5,32.5,0.95
2.5,37.5,0.6
2.5,42.5,-0.09
2.5,47.5,-0.32
2.5,52.5,-0.21
2.5,57.5,-0.32
2.5,62.5,-0.46
2.5,67.5,-0.5
2.5,72.5,-0.52
2.5,77.5,-0.49
2.5,82.5,-0.35
2.5,87.5,-0.22
2.5,92.5,-0.15
2.5,97.5,-0.05
2.5,102.5,0.01
2.5,107.5,0.11
2.5,112.5,-0.09
2.5,117.5,-0.06
2.5,122.5,0.15
2.5,127.5,0.22
2.5,132.5,0.15
2.5,137.5,0.11
2.5,142.5,0.14
2.5,147.5,0.21
2.5,152.5,0.25
2.5,157.5,0.27
2.5,162.5,0.25
2.5,167.5,0.16
2.5,172.5,0
2.5,177.5,-0.07
2.5,-177.5,-0.11
2.5,-172.5,-0.17
2.5,-167.5,-0.19
2.5,-162.5,-0.26
2.5,-157.5,-0.39
2.5,-152.5,-0.46
2.5,-147.5,-0.52
2.5,-142.5,-0.62
2.5,-137.5,-0.75
2.5,-132.5,-0.85
2.5,-127.5,-1
2.5,-122.5,-1.16
2.5,-117.5,-1.26
2.5,-112.5,-1.38
2.5,-107.5,-1.51
2.5,-102.5,-1.49
2.5,-97.5,-1.39
2.5,-92.5,-1.43
2.5,-87.5,-1.42
2.5,-82.5,-0.97
2.5,-77.5,-0.23
2.5,-72.5,-0.08
2.5,-67.5,0.02
2.5,-62.5,0.32
2.5,-57.5,-0.04
2.5,-52.5,0.5
2.5,-47.5,0.24
2.5,-42.5,0.22
2.5,-37.5,0.19
2.5,-32.5,0.12
2.5,-27.5,0.08
2.5,-22.5,0.1
2.5,-17.5,0.1
2.5,-12.5,0.03
2.5,-7.5,0.02
2.5,-2.5,0.06
-2.5,2.5,-0.01
-2.5,7.5,0.11
-2.5,12.5,0.03
-2.5,17.5,0.14
-2.5,22.5,0.39
-2.5,27.5,0.79
-2.5,32.5,1
-2.5,37.5,0.21
-2.5,42.5,-0.38
-2.5,47.5,-0.25
-2.5,52.5,-0.19
-2.5,57.5,-0.36
-2.5,62.5,-0.48
-2.5,67.5,-0.5
-2.5,72.5,-0.47
-2.5,77.5,-0.36
-2.5,82.5,-0.22
-2.5,87.5,-0.04
-2.5,92.5,0.11
-2.5,97.5,0.29
-2.5,102.5,-0.03
-2.5,107.5,0.27
-2.5,112.5,-0.07
-2.5,117.5,0.15
-2.5,122.5,0.27
-2.5,127.5,0.25
-2.5,132.5,0.22
-2.5,137.5,0.11
-2.5,142.5,0
-2.5,147.5,0.16
-2.5,152.5,0.21
-2.5,157.5,0.27
-2.5,162.5,0.22
-2.5,167.5,0.12
-2.5,172.5,0
-2.5,177.5,-0.1
-2.5,-177.5,-0.18
-2.5,-172.5,-0.23
-2.5,-167.5,-0.27
-2.5,-162.5,-0.36
-2.5,-157.5,-0.45
-2.5,-152.5,-0.45
-2.5,-147.5,-0.47
-2.5,-142.5,-0.52
-2.5,-137.5,-0.58
-2.5,-132.5,-0.67
-2.5,-127.5,-0.84
-2.5,-122.5,-1.04
-2.5,-117.5,-1.23
-2.5,-112.5,-1.41
-2.5,-107.5,-1.58
-2.5,-102.5,-1.71
-2.5,-97.5,-1.78
-2.5,-92.5,-1.93
-2.5,-87.5,-2.01
-2.5,-82.5,-1.24
-2.5,-77.5,0.11
-2.5,-72.5,0.54
-2.5,-67.5,0.09
-2.5,-62.5,0.05
-2.5,-57.5,-0.19
-2.5,-52.5,0.77
-2.5,-47.5,0.53
-2.5,-42.5,0.39
-2.5,-37.5,0.17
-2.5,-32.5,0.06
-2.5,-27.5,-0.03
-2.5,-22.5,-0.04
-2.5,-17.5,0.03
-2.5,-12.5,-0.01
-2.5,-7.5,-0.04
-2.5,-2.5,-0.07
-7.5,2.5,-0.39
-7.5,7.5,-0.18
-7.5,12.5,0.37
-7.5,17.5,0.25
-7.5,22.5,0.04
-7.5,27.5,0.45
-7.5,32.5,0.91
-7.5,37.5,-0.02
-7.5,42.5,-0.35
-7.5,47.5,-0.21
-7.5,52.5,-0.22
-7.5,57.5,-0.37
-7.5,62.5,-0.37
-7.5,67.5,-0.41
-7.5,72.5,-0.41
-7.5,77.5,-0.28
-7.5,82.5,-0.09
-7.5,87.5,0.04
-7.5,92.5,0.21
-7.5,97.5,0.38
-7.5,102.5,0.49
-7.5,107.5,0.43
-7.5,112.5,0.33
-7.5,117.5,0.22
-7.5,122.5,0.26
-7.5,127.5,0.29
-7.5,132.5,0.32
-7.5,137.5,0.36
-7.5,142.5,0.19
-7.5,147.5,0.26
-7.5,152.5,0.26
-7.5,157.5,0.21
-7.5,162.5,0.22
-7.5,167.5,0.21
-7.5,172.5,0.15
-7.5,177.5,0.11
-7.5,-177.5,0.12
-7.5,-172.5,0.13
-7.5,-167.5,0.08
-7.5,-162.5,-0.02
-7.5,-157.5,-0.11
-7.5,-152.5,-0.13
-7.5,-147.5,-0.07
-7.5,-142.5,-0.02
-7.5,-137.5,-0.03
-7.5,-132.5,-0.1
-7.5,-127.5,-0.2
-7.5,-122.5,-0.3
-7.5,-117.5,-0.42
-7.5,-112.5,-0.56
-7.5,-107.5,-0.65
-7.5,-102.5,-0.72
-7.5,-97.5,-0.88
-7.5,-92.5,-1.1
-7.5,-87.5,-1.29
-7.5,-82.5,-1.1
-7.5,-77.5,-1.32
-7.5,-72.5,0.27
-7.5,-67.5,0.47
-7.5,-62.5,0.43
-7.5,-57.5,-0.05
-7.5,-52.5,0.29
-7.5,-47.5,0.43
-7.5,-42.5,0.57
-7.5,-37.5,0.24
-7.5,-32.5,-0.11
-7.5,-27.5,-0.31
-7.5,-22.5,-0.32
-7.5,-17.5,-0.26
-7.5,-12.5,-0.17
-7.5,-7.5,-0.21
-7.5,-2.5,-0.29
-12.5,2.5,-0.58
-12.5,7.5,-0.34
-12.5,12.5,0.48
-12.5,17.5,0.4
-12.5,22.5,-0.12
-12.5,27.5,0.17
-12.5,32.5,0.11
-12.5,37.5,0.99
-12.5,42.5,-0.35
-12.5,47.5,-0.3
-12.5,52.5,-0.33
-12.5,57.5,-0.38
-12.5,62.5,-0.37
-12.5,67.5,-0.49
-12.5,72.5,-0.48
-12.5,77.5,-0.32
-12.5,82.5,-0.19
-12.5,87.5,-0.16
-12.5,92.5,-0.1
-12.5,97.5,-0.04
-12.5,102.5,0.01
-12.5,107.5,0.03
-12.5,112.5,-0.02
-12.5,117.5,-0.11
-12.5,122.5,-0.04
-12.5,127.5,0.12
-12.5,132.5,0.12
-12.5,137.5,0.3
-12.5,142.5,0.37
-12.5,147.5,0.33
-12.5,152.5,0.21
-12.5,157.5,0.19
-12.5,162.5,0.19
-12.5,167.5,0.17
-12.5,172.5,0.21
-12.5,177.5,0.29
-12.5,-177.5,0.34
-12.5,-172.5,0.42
-12.5,-167.5,0.43
-12.5,-162.5,0.43
-12.5,-157.5,0.3
-12.5,-152.5,0.2
-12.5,-147.5,0.14
-12.5,-142.5,0.18
-12.5,-137.5,0.18
-12.5,-132.5,0.22
-12.5,-127.5,0.18
-12.5,-122.5,0.1
-12.5,-117.5,-0.01
-12.5,-112.5,-0.12
-12.5,-107.5,-0.2
-12.5,-102.5,-0.23
-12.5,-97.5,-0.28
-12.5,-92.5,-0.39
-12.5,-87.5,-0.49
-12.5,-82.5,-0.49
-12.5,-77.5,-0.89
-12.5,-72.5,-0.3
-12.5,-67.5,0.35
-12.5,-62.5,0.52
-12.5,-57.5,0.59
-12.5,-52.5,0.21
-12.5,-47.5,0.05
-12.5,-42.5,0.02
-12.5,-37.5,0.31
-12.5,-32.5,-0.2
-12.5,-27.5,-0.58
-12.5,-22.5,-0.68
-12.5,-17.5,-0.59
-12.5,-12.5,-0.45
-12.5,-7.5,-0.37
-12.5,-2.5,-0.38
-17.5,2.5,-0.4
-17.5,7.5,-0.22
-17.5,12.5,0.29
-17.5,17.5,0.97
-17.5,22.5,-0.47
-17.5,27.5,0.38
-17.5,32.5,0.22
-17.5,37.5,0.1
-17.5,42.5,-0.3
-17.5,47.5,-0.34
-17.5,52.5,-0.38
-17.5,57.5,-0.36
-17.5,62.5,-0.43
-17.5,67.5,-0.51
-17.5,72.5,-0.5
-17.5,77.5,-0.43
-17.5,82.5,-0.4
-17.5,87.5,-0.41
-17.5,92.5,-0.39
-17.5,97.5,-0.41
-17.5,102.5,-0.52
-17.5,107.5,-0.64
-17.5,112.5,-0.71
-17.5,117.5,-0.66
-17.5,122.5,-0.2
-17.5,127.5,0.73
-17.5,132.5,0.16
-17.5,137.5,0.32
-17.5,142.5,0.41
-17.5,147.5,0.41
-17.5,152.5,0.3
-17.5,157.5,0.15
-17.5,162.5,0.11
-17.5,167.5,0.15
-17.5,172.5,0.27
-17.5,177.5,0.34
-17.5,-177.5,0.45
-17.5,-172.5,0.6
-17.5,-167.5,0.81
-17.5,-162.5,0.92
-17.5,-157.5,0.73
-17.5,-152.5,0.58
-17.5,-147.5,0.44
-17.5,-142.5,0.26
-17.5,-137.5,0.29
-17.5,-132.5,0.37
-17.5,-127.5,0.43
-17.5,-122.5,0.4
-17.5,-117.5,0.3
-17.5,-112.5,0.16
-17.5,-107.5,0.08
-17.5,-102.5,0.04
-17.5,-97.5,0.02
-17.5,-92.5,-0.02
-17.5,-87.5,-0.05
-17.5,-82.5,-0.13
-17.5,-77.5,-0.47
-17.5,-72.5,-0.98
-17.5,-67.5,0.04
-17.5,-62.5,0.39
-17.5,-57.5,0.57
-17.5,-52.5,0.2
-17.5,-47.5,-0.69
-17.5,-42.5,-1.01
-17.5,-37.5,0.23
-17.5,-32.5,-0.04
-17.5,-27.5,-0.45
-17.5,-22.5,-0.72
-17.5,-17.5,-0.72
-17.5,-12.5,-0.55
-17.5,-7.5,-0.34
-17.5,-2.5,-0.31
-22.5,2.5,-0.03
-22.5,7.5,-0.11
-22.5,12.5,-0.09
-22.5,17.5,0.16
-22.5,22.5,0.08
-22.5,27.5,0.2
-22.5,32.5,0.21
-22.5,37.5,-0.07
-22.5,42.5,-0.11
-22.5,47.5,-0.62
-22.5,52.5,-0.27
-22.5,57.5,-0.44
-22.5,62.5,-0.5
-22.5,67.5,-0.54
-22.5,72.5,-0.56
-22.5,77.5,-0.54
-22.5,82.5,-0.47
-22.5,87.5,-0.42
-22.5,92.5,-0.4
-22.5,97.5,-0.46
-22.5,102.5,-0.64
-22.5,107.5,-0.91
-22.5,112.5,-1.1
-22.5,117.5,-0.45
-22.5,122.5,1.57
-22.5,127.5,0.59
-22.5,132.5,0.63
-22.5,137.5,0.76
-22.5,142.5,1.16
-22.5,147.5,0.67
-22.5,152.5,0.51
-22.5,157.5,0.35
-22.5,162.5,0.18
-22.5,167.5,0.11
-22.5,172.5,0.14
-22.5,177.5,0.19
-22.5,-177.5,0.28
-22.5,-172.5,0.61
-22.5,-167.5,0.85
-22.5,-162.5,0.95
-22.5,-157.5,0.87
-22.5,-152.5,0.84
-22.5,-147.5,0.52
-22.5,-142.5,0.39
-22.5,-137.5,0.29
-22.5,-132.5,0.36
-22.5,-127.5,0.5
-22.5,-122.5,0.61
-22.5,-117.5,0.61
-22.5,-112.5,0.55
-22.5,-107.5,0.47
-22.5,-102.5,0.37
-22.5,-97.5,0.3
-22.5,-92.5,0.17
-22.5,-87.5,0.07
-22.5,-82.5,-0.02
-22.5,-77.5,-0.2
-22.5,-72.5,-0.71
-22.5,-67.5,0.39
-22.5,-62.5,0.39
-22.5,-57.5,-0.14
-22.5,-52.5,-0.25
-22.5,-47.5,-0.4
-22.5,-42.5,-0.12
-22.5,-37.5,0.4
-22.5,-32.5,0.34
-22.5,-27.5,0.12
-22.5,-22.5,-0.17
-22.5,-17.5,-0.29
-22.5,-12.5,-0.23
-22.5,-7.5,-0.07
-22.5,-2.5,0.03
-27.5,2.5,0.27
-27.5,7.5,0.16
-27.5,12.5,-0.02
-27.5,17.5,0.19
-27.5,22.5,0.27
-27.5,27.5,0.42
-27.5,32.5,0.14
-27.5,37.5,0.03
-27.5,42.5,0.21
-27.5,47.5,0.05
-27.5,52.5,-0.13
-27.5,57.5,-0.4
-27.5,62.5,-0.64
-27.5,67.5,-0.72
-27.5,72.5,-0.68
-27.5,77.5,-0.61
-27.5,82.5,-0.58
-27.5,87.5,-0.55
-27.5,92.5,-0.57
-27.5,97.5,-0.57
-27.5,102.5,-0.62
-27.5,107.5,-0.86
-27.5,112.5,-1.15
-27.5,117.5,-0.32
-27.5,122.5,0.43
-27.5,127.5,-0.15
-27.5,132.5,-0.27
-27.5,137.5,0.09
-27.5,142.5,0.9
-27.5,147.5,0.52
-27.5,152.5,0.73
-27.5,157.5,0.49
-27.5,162.5,0.34
-27.5,167.5,0.17
-27.5,172.5,0.07
-27.5,177.5,0.04
-27.5,-177.5,0.1
-27.5,-172.5,0.35
-27.5,-167.5,0.51
-27.5,-162.5,0.63
-27.5,-157.5,0.64
-27.5,-152.5,0.55
-27.5,-147.5,0.32
-27.5,-142.5,0.04
-27.5,-137.5,0.02
-27.5,-132.5,0.12
-27.5,-127.5,0.24
-27.5,-122.5,0.48
-27.5,-117.5,0.66
-27.5,-112.5,0.68
-27.5,-107.5,0.6
-27.5,-102.5,0.66
-27.5,-97.5,0.66
-27.5,-92.5,0.48
-27.5,-87.5,0.21
-27.5,-82.5,0.01
-27.5,-77.5,-0.12
-27.5,-72.5,-0.39
-27.5,-67.5,0.9
-27.5,-62.5,0.65
-27.5,-57.5,0.44
-27.5,-52.5,0.4
-27.5,-47.5,0.15
-27.5,-42.5,0.4
-27.5,-37.5,0.46
-27.5,-32.5,0.65
-27.5,-27.5,0.65
-27.5,-22.5,0.48
-27.5,-17.5,0.3
-27.5,-12.5,0.15
-27.5,-7.5,0.19
-27.5,-2.5,0.28
-32.5,2.5,0.23
-32.5,7.5,0.21
-32.5,12.5,-0.1
-32.5,17.5,-0.19
-32.5,22.5,0.36
-32.5,27.5,-0.17
-32.5,32.5,-0.13
-32.5,37.5,0.07
-32.5,42.5,0.39
-32.5,47.5,0.35
-32.5,52.5,0.1
-32.5,57.5,-0.2
-32.5,62.5,-0.46
-32.5,67.5,-0.69
-32.5,72.5,-0.73
-32.5,77.5,-0.75
-32.5,82.5,-0.75
-32.5,87.5,-0.78
-32.5,92.5,-0.79
-32.5,97.5,-0.75
-32.5,102.5,-0.67
-32.5,107.5,-0.81
-32.5,112.5,-1.01
-32.5,117.5,-1.46
-32.5,122.5,-0.96
-32.5,127.5,-0.36
-32.5,132.5,-0.29
-32.5,137.5,-0.18
-32.5,142.5,0.29
-32.5,147.5,0.05
-32.5,152.5,0.47
-32.5,157.5,0.45
-32.5,162.5,0.42
-32.5,167.5,0.42
-32.5,172.5,0.37
-32.5,177.5,0.2
-32.5,-177.5,0.12
-32.5,-172.5,0.21
-32.5,-167.5,0.32
-32.5,-162.5,0.35
-32.5,-157.5,0.25
-32.5,-152.5,0.06
-32.5,-147.5,-0.14
-32.5,-142.5,-0.31
-32.5,-137.5,-0.39
-32.5,-132.5,-0.38
-32.5,-127.5,-0.1
-32.5,-122.5,0.33
-32.5,-117.5,0.63
-32.5,-112.5,0.73
-32.5,-107.5,0.69
-32.5,-102.5,0.78
-32.5,-97.5,0.79
-32.5,-92.5,0.61
-32.5,-87.5,0.27
-32.5,-82.5,-0.06
-32.5,-77.5,-0.19
-32.5,-72.5,-0.24
-32.5,-67.5,1.42
-32.5,-62.5,0.69
-32.5,-57.5,1.05
-32.5,-52.5,0.14
-32.5,-47.5,-0.08
-32.5,-42.5,0.11
-32.5,-37.5,0.23
-32.5,-32.5,0.45
-32.5,-27.5,0.55
-32.5,-22.5,0.52
-32.5,-17.5,0.34
-32.5,-12.5,0.05
-32.5,-7.5,0.08
-32.5,-2.5,0.16
-37.5,2.5,-0.02
-37.5,7.5,0.11
-37.5,12.5,-0.16
-37.5,17.5,-0.25
-37.5,22.5,-0.2
-37.5,27.5,-0.08
-37.5,32.5,0.05
-37.5,37.5,0.07
-37.5,42.5,0.33
-37.5,47.5,0.34
-37.5,52.5,0.19
-37.5,57.5,-0.06
-37.5,62.5,-0.3
-37.5,67.5,-0.52
-37.5,72.5,-0.66
-37.5,77.5,-0.74
-37.5,82.5,-0.75
-37.5,87.5,-0.79
-37.5,92.5,-0.82
-37.5,97.5,-0.83
-37.5,102.5,-0.79
-37.5,107.5,-0.91
-37.5,112.5,-0.96
-37.5,117.5,-0.65
-37.5,122.5,-0.45
-37.5,127.5,-0.27
-37.5,132.5,-0.06
-37.5,137.5,0.11
-37.5,142.5,0.43
-37.5,147.5,0.51
-37.5,152.5,0.81
-37.5,157.5,0.72
-37.5,162.5,0.72
-37.5,167.5,0.84
-37.5,172.5,0.73
-37.5,177.5,0.34
-37.5,-177.5,0.33
-37.5,-172.5,0.23
-37.5,-167.5,0.23
-37.5,-162.5,0.09
-37.5,-157.5,-0.14
-37.5,-152.5,-0.4
-37.5,-147.5,-0.58
-37.5,-142.5,-0.69
-37.5,-137.5,-0.76
-37.5,-132.5,-0.65
-37.5,-127.5,-0.34
-37.5,-122.5,0.1
-37.5,-117.5,0.5
-37.5,-112.5,0.68
-37.5,-107.5,0.73
-37.5,-102.5,0.77
-37.5,-97.5,0.76
-37.5,-92.5,0.59
-37.5,-87.5,0.35
-37.5,-82.5,0.01
-37.5,-77.5,-0.2
-37.5,-72.5,0.16
-37.5,-67.5,0.69
-37.5,-62.5,0.68
-37.5,-57.5,-0.11
-37.5,-52.5,-0.38
-37.5,-47.5,-0.33
-37.5,-42.5,-0.16
-37.5,-37.5,-0.07
-37.5,-32.5,0.15
-37.5,-27.5,0.26
-37.5,-22.5,0.23
-37.5,-17.5,0.12
-37.5,-12.5,-0.15
-37.5,-7.5,-0.15
-37.5,-2.5,-0.08
-42.5,2.5,-0.2
-42.5,7.5,-0.09
-42.5,12.5,-0.09
-42.5,17.5,-0.2
-42.5,22.5,-0.36
-42.5,27.5,-0.24
-42.5,32.5,0.03
-42.5,37.5,0.09
-42.5,42.5,0.25
-42.5,47.5,0.24
-42.5,52.5,0.07
-42.5,57.5,-0.08
-42.5,62.5,-0.32
-42.5,67.5,-0.52
-42.5,72.5,-0.53
-42.5,77.5,-0.66
-42.5,82.5,-0.7
-42.5,87.5,-0.67
-42.5,92.5,-0.66
-42.5,97.5,-0.67
-42.5,102.5,-0.67
-42.5,107.5,-0.68
-42.5,112.5,-0.64
-42.5,117.5,-0.5
-42.5,122.5,-0.36
-42.5,127.5,-0.1
-42.5,132.5,0.18
-42.5,137.5,0.38
-42.5,142.5,0.48
-42.5,147.5,0.61
-42.5,152.5,0.74
-42.5,157.5,0.86
-42.5,162.5,1.01
-42.5,167.5,1.14
-42.5,172.5,0.74
-42.5,177.5,0.81
-42.5,-177.5,0.42
-42.5,-172.5,0.25
-42.5,-167.5,0.1
-42.5,-162.5,-0.13
-42.5,-157.5,-0.41
-42.5,-152.5,-0.61
-42.5,-147.5,-0.69
-42.5,-142.5,-0.69
-42.5,-137.5,-0.66
-42.5,-132.5,-0.52
-42.5,-127.5,-0.26
-42.5,-122.5,-0.01
-42.5,-117.5,0.2
-42.5,-112.5,0.39
-42.5,-107.5,0.54
-42.5,-102.5,0.69
-42.5,-97.5,0.62
-42.5,-92.5,0.5
-42.5,-87.5,0.33
-42.5,-82.5,0.12
-42.5,-77.5,-0.07
-42.5,-72.5,-0.15
-42.5,-67.5,0.12
-42.5,-62.5,-0.41
-42.5,-57.5,-0.52
-42.5,-52.5,-0.55
-42.5,-47.5,-0.47
-42.5,-42.5,-0.37
-42.5,-37.5,-0.26
-42.5,-32.5,-0.06
-42.5,-27.5,0.05
-42.5,-22.5,0.07
-42.5,-17.5,-0.03
-42.5,-12.5,-0.18
-42.5,-7.5,-0.18
-42.5,-2.5,-0.21
-47.5,2.5,-0.3
-47.5,7.5,-0.32
-47.5,12.5,-0.27
-47.5,17.5,-0.33
-47.5,22.5,-0.46
-47.5,27.5,-0.43
-47.5,32.5,-0.24
-47.5,37.5,-0.13
-47.5,42.5,-0.17
-47.5,47.5,-0.13
-47.5,52.5,-0.17
-47.5,57.5,-0.24
-47.5,62.5,-0.4
-47.5,67.5,-0.53
-47.5,72.5,-0.46
-47.5,77.5,-0.51
-47.5,82.5,-0.55
-47.5,87.5,-0.49
-47.5,92.5,-0.46
-47.5,97.5,-0.44
-47.5,102.5,-0.36
-47.5,107.5,-0.29
-47.5,112.5,-0.23
-47.5,117.5,-0.16
-47.5,122.5,-0.04
-47.5,127.5,0.08
-47.5,132.5,0.23
-47.5,137.5,0.37
-47.5,142.5,0.49
-47.5,147.5,0.59
-47.5,152.5,0.69
-47.5,157.5,0.75
-47.5,162.5,0.89
-47.5,167.5,0.91
-47.5,172.5,0.65
-47.5,177.5,0.56
-47.5,-177.5,0.31
-47.5,-172.5,0.07
-47.5,-167.5,-0.1
-47.5,-162.5,-0.32
-47.5,-157.5,-0.49
-47.5,-152.5,-0.6
-47.5,-147.5,-0.55
-47.5,-142.5,-0.44
-47.5,-137.5,-0.34
-47.5,-132.5,-0.25
-47.5,-127.5,-0.11
-47.5,-122.5,0.02
-47.5,-117.5,0.12
-47.5,-112.5,0.27
-47.5,-107.5,0.36
-47.5,-102.5,0.42
-47.5,-97.5,0.33
-47.5,-92.5,0.27
-47.5,-87.5,0.22
-47.5,-82.5,0.09
-47.5,-77.5,-0.06
-47.5,-72.5,-0.29
-47.5,-67.5,-0.53
-47.5,-62.5,-0.27
-47.5,-57.5,-0.45
-47.5,-52.5,-0.66
-47.5,-47.5,-0.61
-47.5,-42.5,-0.43
-47.5,-37.5,-0.2
-47.5,-32.5,-0.02
-47.5,-27.5,-0.04
-47.5,-22.5,-0.06
-47.5,-17.5,-0.15
-47.5,-12.5,-0.19
-47.5,-7.5,-0.21
-47.5,-2.5,-0.27
-52.5,2.5,-0.28
-52.5,7.5,-0.28
-52.5,12.5,-0.25
-52.5,17.5,-0.25
-52.5,22.5,-0.29
-52.5,27.5,-0.34
-52.5,32.5,-0.3
-52.5,37.5,-0.3
-52.5,42.5,-0.26
-52.5,47.5,-0.22
-52.5,52.5,-0.23
-52.5,57.5,-0.2
-52.5,62.5,-0.19
-52.5,67.5,-0.24
-52.5,72.5,-0.19
-52.5,77.5,-0.16
-52.5,82.5,-0.23
-52.5,87.5,-0.28
-52.5,92.5,-0.17
-52.5,97.5,-0.15
-52.5,102.5,-0.12
-52.5,107.5,-0.07
-52.5,112.5,-0.03
-52.5,117.5,0.07
-52.5,122.5,0.16
-52.5,127.5,0.28
-52.5,132.5,0.39
-52.5,137.5,0.45
-52.5,142.5,0.59
-52.5,147.5,0.71
-52.5,152.5,0.8
-52.5,157.5,0.78
-52.5,162.5,0.78
-52.5,167.5,0.63
-52.5,172.5,0.45
-52.5,177.5,0.26
-52.5,-177.5,0.07
-52.5,-172.5,-0.14
-52.5,-167.5,-0.32
-52.5,-162.5,-0.47
-52.5,-157.5,-0.57
-52.5,-152.5,-0.59
-52.5,-147.5,-0.47
-52.5,-142.5,-0.43
-52.5,-137.5,-0.31
-52.5,-132.5,-0.21
-52.5,-127.5,-0.08
-52.5,-122.5,0.02
-52.5,-117.5,0.19
-52.5,-112.5,0.22
-52.5,-107.5,0.24
-52.5,-102.5,0.26
-52.5,-97.5,0.17
-52.5,-92.5,0.16
-52.5,-87.5,0.12
-52.5,-82.5,0.06
-52.5,-77.5,-0.03
-52.5,-72.5,0.15
-52.5,-67.5,0.04
-52.5,-62.5,-0.21
-52.5,-57.5,-0.29
-52.5,-52.5,-0.32
-52.5,-47.5,-0.28
-52.5,-42.5,-0.08
-52.5,-37.5,0.03
-52.5,-32.5,0.14
-52.5,-27.5,0.02
-52.5,-22.5,-0.08
-52.5,-17.5,-0.17
-52.5,-12.5,-0.2
-52.5,-7.5,-0.19
-52.5,-2.5,-0.24
-57.5,2.5,-0.18
-57.5,7.5,-0.15
-57.5,12.5,-0.12
-57.5,17.5,-0.11
-57.5,22.5,-0.22
-57.5,27.5,-0.36
-57.5,32.5,-0.22
-57.5,37.5,-0.22
-57.5,42.5,-0.16
-57.5,47.5,-0.09
-57.5,52.5,-0.08
-57.5,57.5,-0.06
-57.5,62.5,0.02
-57.5,67.5,0.04
-57.5,72.5,0.06
-57.5,77.5,0.07
-57.5,82.5,0.04
-57.5,87.5,0.01
-57.5,92.5,0.04
-57.5,97.5,0.06
-57.5,102.5,0.11
-57.5,107.5,0.17
-57.5,112.5,0.23
-57.5,117.5,0.27
-57.5,122.5,0.33
-57.5,127.5,0.51
-57.5,132.5,0.58
-57.5,137.5,0.56
-57.5,142.5,0.64
-57.5,147.5,0.68
-57.5,152.5,0.67
-57.5,157.5,0.65
-57.5,162.5,0.62
-57.5,167.5,0.5
-57.5,172.5,0.32
-57.5,177.5,0.06
-57.5,-177.5,-0.14
-57.5,-172.5,-0.39
-57.5,-167.5,-0.59
-57.5,-162.5,-0.71
-57.5,-157.5,-0.73
-57.5,-152.5,-0.62
-57.5,-147.5,-0.41
-57.5,-142.5,-0.27
-57.5,-137.5,-0.17
-57.5,-132.5,-0.02
-57.5,-127.5,0.05
-57.5,-122.5,0.07
-57.5,-117.5,0.14
-57.5,-112.5,0.17
-57.5,-107.5,0.22
-57.5,-102.5,0.26
-57.5,-97.5,0.18
-57.5,-92.5,0.16
-57.5,-87.5,0.13
-57.5,-82.5,0.05
-57.5,-77.5,0.01
-57.5,-72.5,0.04
-57.5,-67.5,0.06
-57.5,-62.5,-0.02
-57.5,-57.5,0
-57.5,-52.5,0.05
-57.5,-47.5,-0.04
-57.5,-42.5,-0.02
-57.5,-37.5,-0.02
-57.5,-32.5,-0.03
-57.5,-27.5,-0.23
-57.5,-22.5,-0.13
-57.5,-17.5,-0.11
-57.5,-12.5,-0.22
-57.5,-7.5,-0.21
-57.5,-2.5,-0.2
-62.5,2.5,-0.01
-62.5,7.5,0
-62.5,12.5,0
-62.5,17.5,0
-62.5,22.5,-0.01
-62.5,27.5,-0.07
-62.5,32.5,-0.11
-62.5,37.5,-0.14
-62.5,42.5,-0.12
-62.5,47.5,-0.09
-62.5,52.5,-0.13
-62.5,57.5,-0.21
-62.5,62.5,-0.1
-62.5,67.5,-0.07
-62.5,72.5,-0.18
-62.5,77.5,-0.05
-62.5,82.5,-0.01
-62.5,87.5,0.12
-62.5,92.5,0.07
-62.5,97.5,0.06
-62.5,102.5,0.1
-62.5,107.5,0.1
-62.5,112.5,0.07
-62.5,117.5,0.07
-62.5,122.5,0.05
-62.5,127.5,0.17
-62.5,132.5,0.3
-62.5,137.5,0.33
-62.5,142.5,0.26
-62.5,147.5,0.28
-62.5,152.5,0.38
-62.5,157.5,0.38
-62.5,162.5,0.31
-62.5,167.5,0.16
-62.5,172.5,-0.11
-62.5,177.5,-0.28
-62.5,-177.5,-0.26
-62.5,-172.5,-0.53
-62.5,-167.5,-0.55
-62.5,-162.5,-0.52
-62.5,-157.5,-0.48
-62.5,-152.5,-0.41
-62.5,-147.5,-0.19
-62.5,-142.5,-0.02
-62.5,-137.5,0.07
-62.5,-132.5,0.19
-62.5,-127.5,0.17
-62.5,-122.5,0.18
-62.5,-117.5,0.25
-62.5,-112.5,0.29
-62.5,-107.5,0.29
-62.5,-102.5,0.39
-62.5,-97.5,0.34
-62.5,-92.5,0.31
-62.5,-87.5,0.26
-62.5,-82.5,0.17
-62.5,-77.5,0.13
-62.5,-72.5,0.12
-62.5,-67.5,0.11
-62.5,-62.5,0.09
-62.5,-57.5,0.01
-62.5,-52.5,-0.07
-62.5,-47.5,0.06
-62.5,-42.5,0.05
-62.5,-37.5,-0.08
-62.5,-32.5,-0.05
-62.5,-27.5,-0.02
-62.5,-22.5,-0.04
-62.5,-17.5,-0.02
-62.5,-12.5,-0.01
-62.5,-7.5,-0.01
-62.5,-2.5,-0.01
-67.5,2.5,0
